| 2012/08/28 01:13:30 PM |          0 | 31.39 |           0.0 |         4 |       11 |        10 |        30 |         -2 |          4 |        20.0 |                     none |                                            - |        none |         none |               none |    58784.95 |
| 2012/08/28 01:14:30 PM |          0 | 31.46 |         +0.07 |         4 |       16 |        49 |        31 |         -3 |          3 |        23.0 |                     none |                                            - |        none |         none |               none |    53787.58 |
| 2012/08/28 01:15:30 PM |          0 | 31.46 |           0.0 |         7 |       26 |        45 |        34 |         -2 |          3 |        30.0 |                     none |                                            - |        none |         none |               none |    68744.17 |
| 2012/08/28 01:16:30 PM |          0 | 31.46 |           0.0 |        10 |       27 |        42 |        34 |         -4 |          3 |        30.0 |                     none |                                            - |        none |         none |               none |    68744.17 |
| 2012/08/28 01:17:30 PM |          0 | 31.42 |         -0.04 |        12 |       16 |        21 |        31 |         -6 |          3 |        23.0 |                     none |                                            - |        none |         none |               none |    63749.75 |
| 2012/08/28 01:18:30 PM |          0 | 31.42 |           0.0 |        11 |       27 |        20 |        31 |         -5 |          3 |        29.0 |                     none |                                            - |        none |         none |               none |    63770.15 |
| 2012/08/28 01:19:30 PM |          0 | 31.42 |           0.0 |         9 |       28 |        19 |        31 |         -3 |          3 |        29.0 |                     none |                                            - |        none |         none |               none |    68787.31 |
| 2012/08/28 01:20:30 PM |          0 | 31.42 |           0.0 |         8 |       29 |        18 |        31 |         -3 |          3 |        30.0 |                     none |                                            - |        none |         none |               none |    63828.24 |
| 2012/08/28 01:21:30 PM |          0 | 31.42 |           0.0 |         7 |       30 |        17 |        31 |         -2 |          3 |        30.0 |                     none |                                            - |        none |         none |               none |    63828.24 |
| 2012/08/28 01:22:30 PM |          0 | 31.41 |         -0.01 |         7 |       28 |         9 |        30 |         -2 |          3 |        29.0 |                     none |                                            - |        none |         none |               none |    63828.24 |
| 2012/08/28 01:23:30 PM |          0 | 31.41 |           0.0 |         6 |       23 |         8 |        29 |         -1 |          3 |        26.0 |                     none |                                            - |        none |         none |               none |    63828.24 |
| 2012/08/28 01:24:30 PM |          4 | 31.49 |         +0.08 |         6 |       43 |        42 |        32 |          0 |          3 |        37.0 |                     none |                                            - |        none |         none |               none |    63813.78 |
| 2012/08/28 01:25:30 PM |          0 | 31.48 |         -0.01 |         7 |       42 |        42 |        32 |          5 |          3 |        37.0 |                     none |                                            - |        none |         none |               none |    63813.78 |
| 2012/08/28 01:26:30 PM |          6 | 31.45 |         -0.03 |         9 |       32 |        28 |        30 |          8 |          3 |        31.0 |                     none |                                            - |        none |         none |               none |    63813.78 |
| 2012/08/28 01:27:30 PM |          7 | 31.45 |           0.0 |        10 |       29 |        26 |        29 |          8 |          3 |        29.0 |                     none |                                            - |        none |         none |               none |    68788.51 |
| 2012/08/28 01:28:30 PM |          0 | 31.46 |         +0.01 |         8 |       27 |        27 |        29 |         11 |          3 |        28.0 |                     none |                                            - |        none |         none |               none |    68761.65 |
| 2012/08/28 01:29:30 PM |          0 | 31.45 |         -0.01 |         7 |       24 |        20 |        29 |         10 |          3 |        26.0 |                     none |                                            - |        none |         none |               none |    58776.84 |
| 2012/08/28 01:30:30 PM |          0 | 31.45 |           0.0 |         7 |       24 |        19 |        29 |          9 |          3 |        26.0 |                     none |                                            - |        none |         none |               none |    58776.84 |
| 2012/08/28 01:31:30 PM |          0 | 31.49 |         +0.04 |         7 |       31 |        34 |        30 |          8 |          3 |        30.0 |                     none |                                            - |        none |         none |               none |    63731.46 |
| 2012/08/28 01:32:30 PM |          0 | 31.49 |           0.0 |         8 |       28 |        32 |        30 |          4 |          4 |        29.0 |                     none |                                            - |        none |         none |               none |    73722.82 |
| 2012/08/28 01:33:30 PM |          0 | 31.52 |         +0.03 |        10 |       35 |        41 |        32 |          4 |          4 |        33.0 |                     none |                                            - |        none |         none |               none |    68720.52 |
| 2012/08/28 01:34:30 PM |          3 | 31.55 |         +0.03 |        12 |       41 |        54 |        33 |          5 |          4 |        37.0 |                     none |                                            - |        none |         none |               none |    78781.74 |
| 2012/08/28 01:35:30 PM |          0 |  31.5 |         -0.05 |        14 |       33 |        32 |        30 |          8 |          5 |        31.0 |                     none |                                            - |        none |         none |               none |    78781.74 |
| 2012/08/28 01:36:30 PM |          0 |  31.5 |           0.0 |        14 |       34 |        31 |        30 |          7 |          5 |        32.0 |                     none |                                            - |        none |         none |               none |    78781.74 |
| 2012/08/28 01:37:30 PM |          0 | 31.55 |         +0.05 |        14 |       44 |        48 |        31 |          3 |          6 |        37.0 |                     none |                                            - |        none |         none |               none |    78781.74 |
| 2012/08/28 01:38:30 PM |          0 | 31.55 |           0.0 |        14 |       44 |        45 |        31 |          6 |          6 |        37.0 |                     none |                                            - |        none |         none |               none |    78781.74 |
| 2012/08/28 01:39:30 PM |          4 | 31.57 |         +0.02 |        17 |       51 |        46 |        32 |          8 |          7 |        41.0 |                     none |                                            - |        none |         none |               none |    83759.97 |
| 2012/08/28 01:40:30 PM |         64 | 31.65 |         +0.08 |        19 |       66 |        66 |        35 |          5 |          7 |        50.0 |                     none |                                            - |        none |         none |               none |    78748.55 |
| 2012/08/28 01:41:30 PM |          6 | 31.69 |         +0.04 |        21 |       71 |        78 |        35 |          0 |          8 |        53.0 |                     none |                                            - |        none |         none |               none |    78748.55 |
| 2012/08/28 01:42:30 PM |          3 | 31.71 |         +0.02 |        22 |       76 |        79 |        36 |          9 |          9 |        56.0 |                     none |                                            - |        none |         none |               none |    83720.13 |
| 2012/08/28 01:43:30 PM |          0 | 31.69 |         -0.02 |        23 |       65 |        63 |        34 |         14 |         10 |        49.0 |                     none |                                            - |        none |         none |               none |    88716.28 |
| 2012/08/28 01:44:30 PM |          0 | 31.69 |           0.0 |        22 |       57 |        56 |        33 |         14 |         12 |        45.0 |                     none |                                            - |        none |         none |               none |    93775.45 |
| 2012/08/28 01:45:30 PM |          0 | 31.69 |           0.0 |        22 |       56 |        50 |        33 |         12 |         14 |        44.0 |                     none |                                            - |        none |         none |               none |    98806.21 |
| 2012/08/28 01:46:30 PM |          3 | 31.68 |         -0.01 |        22 |       60 |        45 |        32 |         10 |         15 |        46.0 |                     none |                                            - |        none |         none |               none |    98806.21 |
| 2012/08/28 01:47:30 PM |          0 | 31.68 |           0.0 |        24 |       74 |        41 |        33 |         14 |         16 |        53.0 |                     none |                                            - |        none |         none |               none |    98806.21 |
| 2012/08/28 01:48:30 PM |          6 | 31.63 |         -0.05 |        25 |       64 |        27 |        30 |         12 |         17 |        47.0 |                     none |                                            - |        none |         none |               none |    93794.14 |
| 2012/08/28 01:49:30 PM |          0 | 31.63 |           0.0 |        25 |       68 |        25 |        33 |         10 |         18 |        50.0 |                     none |                                            - |        none |         none |               none |    93794.14 |
| 2012/08/28 01:50:30 PM |          0 | 31.55 |         -0.08 |        23 |       46 |         8 |        29 |          8 |         18 |        37.0 |                     none |                                            - |        none |         none |               none |    98762.66 |
| 2012/08/28 01:51:30 PM |          0 | 31.54 |         -0.01 |        20 |       43 |         6 |        29 |          7 |         18 |        36.0 |                     none |                                            - |        none |         none |               none |    98762.66 |
| 2012/08/28 01:52:30 PM |          3 |  31.5 |         -0.04 |        17 |       21 |        -3 |        28 |          7 |         17 |        24.0 |                     none |                                            - |        none |         none |               none |    98762.66 |
| 2012/08/28 01:53:30 PM |          0 | 31.44 |         -0.06 |        13 |       20 |       -13 |        26 |          5 |         15 |        23.0 |                     none |                                            - |        none |         none |               none |    98762.66 |
| 2012/08/28 01:54:30 PM |          0 | 31.44 |           0.0 |         9 |       25 |       -12 |        26 |         -1 |         13 |        25.0 |                     none |                                            - |        none |         none |               none |    98762.66 |
| 2012/08/28 01:55:30 PM |          2 |  31.5 |         +0.06 |         6 |       28 |        -4 |        27 |        -11 |         10 |        27.0 |                     none |                                            - |        none |         none |               none |    98762.66 |
| 2012/08/28 01:56:30 PM |          0 |  31.5 |           0.0 |         4 |       28 |        -4 |        27 |        -20 |          8 |        27.0 |                     none |                                            - |        none |         none |               none |    98762.66 |
| 2012/08/28 01:57:30 PM |          0 | 31.52 |         +0.02 |         4 |       31 |         0 |        28 |        -35 |          6 |        29.0 |                     none |                                            - |        none |         none |               none |    93795.04 |
| 2012/08/28 01:58:30 PM |          0 | 31.53 |         +0.01 |         4 |       22 |         1 |        26 |        -43 |          4 |        24.0 |                     none |                                            - |        none |         none |               none |    93795.04 |
| 2012/08/28 01:59:30 PM |          2 | 31.54 |         +0.01 |         6 |       24 |         2 |        27 |        -46 |          2 |        25.0 |                     none |                                            - |        none |         none |               none |    93795.04 |
| 2012/08/28 02:00:30 PM |         11 | 31.55 |         +0.01 |         9 |       25 |         4 |        27 |        -49 |          0 |        26.0 |                     none |                                            - |        none |         none |               none |    93795.04 |
| 2012/08/28 02:01:30 PM |          7 | 31.54 |         -0.01 |        11 |       33 |         4 |        28 |        -49 |          0 |        30.0 |                     none |                                            - |        none |         none |               none |    93795.04 |
